Name-Year-Month,Siembra,Fertilizacion,Cultivos,Limpias,Riegos,Plagas Controlables,Plagas No Controlables,Enfermedades Controlables,Enfermedades No Controlables,Max Wind,Min Wind,Dewpoint,Cloud,Max Temp,Min Temp,Precip,Humedad,Total Cosechado,Total Molido
Mante-10-11,0,0,0,0,0,0,0,0,0,29.9,0.7,13.309201388888889,16.70138888888889,861.9,465.90000000000003,2.6000000000000005,1814.0,0,0
Mante-10-12,0,0,0,0,0,0,0,0,0,22.7,0.4,11.4625,16.723958333333336,810.4999999999999,390.19999999999993,3.9,1871.0,0,0
Mante-11-01,0,0,0,0,0,0,0,0,0,25.6,0.4,14.921527777777778,34.348958333333336,794.9999999999999,426.79999999999995,13.0,2043.0,0,0
Mante-11-02,0,0,0,0,0,0,0,0,0,31.1,0.0,10.890972222222224,29.046874999999996,725.1,364.7,3.6,1705.0,0,0
Mante-11-03,0,0,0,0,0,0,0,0,0,29.3,0.0,18.663020833333338,24.86458333333334,1000.4999999999998,542.0999999999999,4.0,1925.0,0,0
Mante-11-04,0,166.75,420,210,410,78605.75,6271.75,0,0,34.2,0.7,19.584548611111114,17.430555555555557,1110.8000000000002,644.3,17.5,1685.0,63396,31698
Mante-11-05,0,428.5,390,375,315,78565.75,6305.25,0,0,28.1,0.4,22.73767361111111,27.473958333333343,1089.3,689.6000000000001,27.699999999999996,1797.0,79115.09,39557.55
Mante-11-06,0,0,0,0,0,0,0,0,0,30.0,0.4,24.49791666666667,39.87847222222222,1017.2,692.6000000000001,276.61,2006.0,0,0
Mante-11-07,0,1538.25,1782,1594.5,1726.25,264155.5,43283,0,0,18.0,0.4,26.31215277777778,43.267361111111114,1000.1000000000003,686.0000000000001,239.98,2275.0,132624.86,137425.51
Mante-11-08,0,0,0,0,0,0,0,0,0,18.2,0.7,26.550173611111116,33.11284722222222,1064.1000000000001,714.3,86.59,2123.0,0,0
Mante-11-09,0,0,0,0,0,0,0,0,0,23.5,0.7,22.43802083333334,22.720486111111114,1028.3,658.1000000000001,57.989999999999995,1869.0,0,0
Mante-11-10,0,0,0,0,0,0,0,0,0,32.1,0.7,19.181076388888894,16.965277777777782,959.5000000000001,579.0,24.599999999999998,1973.0,0,0
Mante-11-11,0,0,0,0,0,0,0,0,0,32.0,0.7,15.195312500000002,21.88888888888889,840.7,481.4,15.2,1859.0,0,0
Mante-11-12,0,0,0,0,0,0,0,0,0,21.1,0.4,15.119097222222223,36.84374999999999,767.3000000000003,437.4,6.27,2114.0,0,0
Mante-12-01,470.75,799,983,1179,874,348291.5,10416,0,0,29.3,0.7,14.724652777777775,33.651041666666664,793.0999999999999,459.7,22.599999999999998,2017.0,0,0
Mante-12-02,0,444.5,1172,961.5,1109,275984.25,7862,0,0,38.9,0.4,16.501215277777778,44.236111111111114,757.1,467.8999999999999,51.399999999999984,2009.0,252322.58,126161.29
Mante-12-03,0,0,0,0,0,0,0,0,0,34.2,0.4,19.422916666666666,25.335069444444443,944.0000000000001,574.0,13.4,1995.0,0,0
Mante-12-04,0,192,521,392.5,521,94244.75,2815,0,0,20.5,1.1,19.933159722222225,27.319444444444446,1006.4,654.7,33.900000000000006,1714.0,80498.3,40249.15
Mante-12-05,0,0,0,0,0,0,0,0,0,21.6,0.4,23.851388888888888,28.831597222222218,1077.8999999999999,710.5,33.9,1909.0,0,0
Mante-12-06,0,700,262,150,0,96097,18980,0,0,22.3,0.4,24.400868055555563,37.623263888888886,1052.0,702.4999999999999,127.04,1908.0,63697,31848.5
Mante-12-07,0,1196,1085.25,1071.5,983,352097.5,81577,0,0,20.0,0.0,25.433854166666666,47.15277777777777,1010.8999999999999,685.3,200.49000000000004,2173.0,196793.36,98396.68
Mante-12-08,0,101.75,420.5,416.75,372,126261.75,27209,0,0,18.6,0.4,25.99270833333333,45.75347222222223,1042.8000000000002,702.2,192.39000000000001,2121.0,69467.56,34733.78
Mante-12-09,0,0,0,0,0,0,0,0,0,18.8,0.4,24.065625,40.30381944444445,978.6,656.8,131.16,2032.0,0,0
Mante-12-10,177.75,1691.25,538.25,1194,35,145902.25,10416,0,0,20.9,0.7,21.949305555555554,28.78645833333334,984.1999999999999,624.7,20.3,2034.0,0,0
Mante-12-11,0,0,0,0,0,0,0,0,0,31.1,0.0,18.8779513888889,42.36284722222223,822.8000000000002,537.6999999999999,39.1,2088.0,0,0
Mante-12-12,0,0,0,0,0,0,0,0,0,37.1,0.4,14.391666666666664,32.317708333333336,836.9999999999999,502.8,1.7000000000000002,1904.0,0,0
Mante-13-01,78.75,0,226,1685,408,467843.75,65820,0,0,26.6,0.4,11.616666666666665,38.86458333333335,763.5999999999997,432.99999999999994,16.0,1820.0,0,0
Mante-13-02,24.25,0,584,839.75,580,377812,49365,0,0,31.5,0.4,15.097395833333332,25.663194444444443,828.5999999999999,490.1,4.6000000000000005,1728.0,0,0
Mante-13-03,48,0,666,704,93,666228,82275,0,0,37.3,0.7,12.944444444444443,27.838541666666668,930.3999999999997,530.0,10.6,1589.0,449952.08,153616.04
Mante-13-04,0,451.25,778.75,660,790,334509.25,22264.5,0,0,29.4,1.1,18.633333333333333,27.300347222222214,1016.4999999999999,622.0000000000002,6.3999999999999995,1694.0,103043.2,37249.6
Mante-13-05,0,855.25,245,198.5,273.25,99925,3280,0,0,24.0,0.7,23.082465277777775,41.18402777777778,1056.6,699.1000000000001,44.260000000000005,1891.0,71083.54,35541.77
Mante-13-06,0,590.75,597,736.25,635.75,208061,6626,0,0,21.5,0.4,24.64513888888889,39.19097222222222,1056.0000000000002,704.6,102.94000000000001,1907.0,147322.66,73661.33
Mante-13-07,0,0,0,0,0,0,0,0,0,20.8,0.4,26.091666666666672,48.16319444444445,1037.1000000000001,700.9999999999999,206.13999999999996,2060.0,0,0
Mante-13-08,0,0,0,0,0,0,0,0,0,19.7,0.4,25.310763888888886,40.08680555555555,1048.2999999999997,699.9,214.38000000000002,2029.0,0,0
Mante-13-09,0,408.5,132,117.5,0,35330.58,3677,0,0,22.6,0.7,25.053819444444446,57.00694444444445,933.1000000000001,668.4000000000001,337.53999999999996,2114.0,0,0
Mante-13-10,153,0,361,639,73.5,216608,3119,0,0,25.9,0.4,22.844444444444445,38.17534722222222,949.6,625.3999999999999,49.900000000000006,2132.0,0,0
Mante-13-11,550.25,0,642,488.5,1297.5,179656.75,24744,0,0,28.9,0.7,15.987847222222221,43.213541666666664,763.1,477.4,56.89000000000001,2029.0,0,0
Mante-13-12,152.5,0,0,831,0,411642.75,65820,0,0,25.1,0.7,13.483333333333333,45.873263888888886,722.0000000000001,424.2,94.99000000000002,2023.0,0,0
Mante-14-01,4,0,0,0,0,89245.75,5153.25,0,0,29.8,0.4,9.305208333333335,22.869791666666668,710.6999999999999,345.69999999999993,9.0,1813.0,0,0
Mante-14-02,0,0,0,227,215,101985.5,7024.25,0,0,28.9,0.0,14.796527777777776,22.980902777777775,769.5000000000001,421.20000000000005,8.099999999999998,1817.0,88485.26,36542.63
Mante-14-03,0,0,1675,1927,3080.5,514950.75,39778.5,0,0,39.7,0.4,17.585937499999996,32.02951388888889,928.1000000000001,548.2999999999998,27.099999999999998,1877.0,332822.68,127911.34
Mante-14-04,0,0,1289.75,807.5,889,542065.5,61110,0,0,40.4,0.7,18.41388888888889,26.32291666666667,1024.1000000000001,642.4,6.199999999999999,1622.0,325529.44,118205.52
Mante-14-05,0,0,780,739,872.75,438059.25,52810.25,0,0,30.5,0.7,22.313541666666666,41.73611111111111,1012.2999999999998,669.9,73.46000000000001,1894.0,297643.14,106005.57
Mante-14-06,0,0,1689.5,1390.5,1798.5,752250.5,88383.75,0,0,19.0,0.4,25.67777777777778,59.80902777777778,1002.8000000000001,705.9,231.76999999999998,2045.0,449182.92,153231.46
Mante-14-07,0,115,224,186,366,115624.25,3360,0,0,18.1,0.0,25.770659722222224,40.35416666666668,1021.8000000000001,693.5999999999998,155.49,2058.0,71975.22,35987.61
Mante-14-08,0,0,345,383,409,192616,17946.75,0,0,18.2,0.4,25.839930555555554,36.460069444444436,1070.0,711.5999999999999,97.48000000000002,2004.0,66660.5,33330.25
Mante-14-09,0,0,380,729,345,813985.5,72015,0,0,21.4,1.1,25.2546875,53.26909722222223,946.6999999999998,672.3999999999999,382.08,2136.0,49292.42,24646.21
Mante-14-10,32.25,0,531.5,1130.75,210,299952.25,4847,0,0,20.5,0.0,23.01267361111111,34.70312499999999,940.3000000000002,625.3,97.80000000000003,2145.0,0,0
Mante-14-11,657,0,1346,1571.5,1108,440870.25,20766,0,0,25.3,0.4,14.228819444444445,44.74652777777778,736.5000000000001,439.3,27.8,1923.0,0,0
